sexo,remuneracao,cnae_secao,cbo_grupo,uf,idade,escolaridade,vinculo
Feminino,2877.55,H,Administração,GO,43,Pós-graduação,Temporário
Masculino,3478.05,I,Técnico,PE,31,Superior incompleto,Aprendiz
Feminino,1456.83,F,Administração,RJ,64,Médio incompleto,CLT
Masculino,1306.74,D,Técnico,RS,36,Fundamental completo,CLT
Feminino,1924.62,B,Serviços,RS,43,Médio incompleto,Temporário
Masculino,2628.52,C,Administração,DF,33,Pós-graduação,CLT
Feminino,2589.3,E,Direção,PE,51,Pós-graduação,Estatutário
Masculino,952.53,H,Operacional,BA,19,Superior completo,Estatutário
Masculino,4273.65,J,Direção,RS,18,Superior incompleto,Temporário
Feminino,1354.89,B,Técnico,BA,53,Fundamental completo,Estatutário
Masculino,1604.75,E,Serviços,SP,52,Superior completo,CLT
Masculino,1204.48,I,Administração,PE,60,Pós-graduação,Temporário
Feminino,6089.05,B,Serviços,PE,41,Pós-graduação,Temporário
Feminino,2016.12,H,Serviços,DF,22,Superior incompleto,Aprendiz
Feminino,1232.82,C,Técnico,DF,46,Pós-graduação,CLT
Feminino,2667.15,H,Serviços,SP,58,Fundamental completo,CLT
Masculino,2555.78,D,Administração,GO,18,Pós-graduação,Aprendiz
Masculino,1661.58,D,Direção,BA,26,Médio incompleto,Aprendiz
Masculino,2639.31,G,Serviços,SP,53,Superior incompleto,CLT
Feminino,1247.15,E,Administração,SC,33,Superior completo,Aprendiz
Feminino,1448.36,D,Administração,PR,32,Superior completo,Temporário
Feminino,731.72,G,Técnico,RJ,27,Superior incompleto,Temporário
Feminino,996.47,C,Serviços,MG,54,Superior completo,CLT
Masculino,4078.29,I,Técnico,PE,33,Superior completo,Temporário
Masculino,3784.4,E,Direção,RJ,55,Pós-graduação,CLT
Masculino,1862.37,C,Direção,RS,53,Fundamental incompleto,Aprendiz
Masculino,3821.2,B,Administração,MG,32,Fundamental incompleto,Estatutário
Masculino,1682.38,G,Serviços,BA,20,Médio completo,Temporário
Feminino,1620.46,G,Administração,PE,36,Pós-graduação,Temporário
Masculino,1854.61,E,Serviços,RS,58,Fundamental incompleto,Aprendiz
Masculino,1709.21,D,Técnico,SC,54,Superior incompleto,Temporário
Masculino,1641.17,B,Direção,MG,20,Médio completo,CLT
Feminino,3024.58,B,Direção,BA,25,Médio incompleto,Temporário
Feminino,1934.42,G,Técnico,PE,41,Pós-graduação,Aprendiz
Masculino,2491.44,J,Operacional,BA,31,Médio completo,CLT
Masculino,2875.9,G,Operacional,RS,52,Superior completo,Temporário
Feminino,2153.14,D,Operacional,GO,33,Fundamental completo,Temporário
Masculino,1168.39,D,Serviços,DF,24,Pós-graduação,Temporário
Feminino,983.59,D,Técnico,GO,58,Médio completo,Temporário
Feminino,1933.24,B,Serviços,PE,52,Fundamental incompleto,Estatutário
Masculino,1673.94,I,Serviços,SC,25,Pós-graduação,Estatutário
Masculino,1880.56,A,Técnico,RJ,29,Pós-graduação,Aprendiz
Feminino,1795.03,H,Serviços,GO,63,Médio incompleto,Estatutário
Masculino,5782.6,F,Técnico,BA,33,Fundamental completo,Aprendiz
Masculino,993.66,J,Operacional,DF,21,Médio completo,CLT
Feminino,738.43,G,Operacional,DF,52,Médio incompleto,Estatutário
Feminino,2099.74,E,Serviços,DF,62,Fundamental incompleto,CLT
Feminino,1526.31,F,Direção,DF,58,Pós-graduação,Estatutário
Feminino,2084.39,F,Técnico,SC,62,Médio incompleto,Aprendiz
Masculino,2351.36,I,Administração,SP,49,Médio incompleto,CLT
Masculino,3222.29,J,Administração,SC,29,Fundamental completo,Temporário
Feminino,917.59,D,Serviços,PR,38,Superior incompleto,Temporário
Feminino,1407.37,E,Direção,BA,32,Fundamental incompleto,Estatutário
Masculino,2192.82,D,Técnico,PE,52,Fundamental completo,CLT
Feminino,2557.3,A,Operacional,SP,20,Fundamental completo,Aprendiz
Masculino,4851.54,J,Serviços,GO,19,Fundamental completo,Aprendiz
Masculino,2779.61,F,Técnico,RS,23,Superior incompleto,Temporário
Masculino,1762.42,E,Técnico,RS,33,Superior incompleto,Temporário
Masculino,1211.12,D,Técnico,SP,40,Pós-graduação,Estatutário
Masculino,1402.58,F,Direção,RS,48,Médio completo,Aprendiz
Masculino,1384.76,E,Técnico,BA,58,Médio completo,CLT
Masculino,2428.08,C,Direção,SC,47,Fundamental incompleto,Temporário
Feminino,2029.71,B,Direção,RS,20,Superior completo,CLT
Feminino,996.61,F,Técnico,RJ,33,Fundamental incompleto,Aprendiz
Feminino,1486.0,D,Operacional,BA,21,Superior incompleto,CLT
Feminino,2683.55,J,Técnico,PE,63,Superior incompleto,Aprendiz
Masculino,2118.04,C,Operacional,DF,53,Superior incompleto,Aprendiz
Masculino,2335.29,H,Serviços,DF,45,Pós-graduação,CLT
Feminino,2148.05,I,Administração,RS,45,Fundamental completo,CLT
Masculino,3758.95,G,Serviços,MG,20,Superior incompleto,CLT
Feminino,2010.66,B,Direção,PR,43,Fundamental completo,Aprendiz
Masculino,1519.73,H,Serviços,SC,56,Fundamental completo,Estatutário
Feminino,1197.4,E,Administração,PE,30,Fundamental incompleto,Aprendiz
Masculino,2022.97,J,Administração,MG,24,Pós-graduação,Aprendiz
Feminino,602.86,G,Operacional,SC,30,Médio incompleto,Estatutário
Masculino,1664.15,E,Serviços,PR,21,Médio completo,Temporário
Feminino,1648.09,B,Direção,BA,33,Médio completo,CLT
Masculino,978.47,D,Direção,DF,45,Pós-graduação,CLT
Feminino,1190.68,E,Operacional,BA,64,Fundamental incompleto,Temporário
Feminino,2602.81,F,Operacional,SC,30,Fundamental incompleto,CLT
Masculino,2005.84,E,Serviços,DF,59,Superior incompleto,Aprendiz
Feminino,1892.79,J,Operacional,GO,27,Superior incompleto,Temporário
Feminino,2075.29,A,Administração,RS,22,Superior incompleto,Estatutário
Masculino,1885.0,A,Direção,SP,53,Fundamental completo,Aprendiz
Feminino,3163.04,C,Administração,PE,36,Fundamental completo,Aprendiz
Feminino,1911.31,I,Técnico,SC,47,Superior incompleto,Aprendiz
Feminino,938.05,B,Administração,SC,64,Pós-graduação,Aprendiz
Masculino,3765.21,J,Direção,PR,58,Fundamental completo,CLT
Masculino,2135.92,E,Técnico,GO,45,Fundamental incompleto,Aprendiz
Feminino,1386.91,I,Serviços,MG,48,Superior incompleto,CLT
Feminino,1028.62,G,Técnico,SC,53,Médio completo,CLT
Masculino,2160.64,H,Operacional,SP,60,Médio completo,CLT
Feminino,1715.18,B,Direção,BA,18,Superior completo,CLT
Masculino,3671.54,E,Operacional,SC,26,Fundamental completo,Estatutário
Masculino,1547.42,I,Administração,PR,29,Médio completo,CLT
Masculino,1240.39,A,Serviços,MG,40,Superior incompleto,CLT
Masculino,2705.68,A,Direção,PE,29,Pós-graduação,Temporário
Feminino,2741.82,J,Serviços,RS,59,Médio completo,Estatutário
Masculino,1950.6,H,Direção,DF,26,Fundamental incompleto,Aprendiz
Feminino,2451.27,B,Operacional,DF,43,Fundamental completo,CLT
Feminino,1777.64,I,Administração,PR,47,Médio completo,CLT
Feminino,2008.69,J,Técnico,BA,37,Fundamental completo,Estatutário
Masculino,3054.12,I,Serviços,SC,33,Fundamental incompleto,Temporário
Masculino,2395.61,D,Direção,SC,30,Médio completo,Aprendiz
Feminino,1675.43,B,Direção,RS,52,Superior completo,Aprendiz
Feminino,3322.8,C,Serviços,GO,21,Superior incompleto,Estatutário
Masculino,623.79,J,Técnico,PE,42,Médio incompleto,Estatutário
Feminino,4552.51,A,Administração,GO,30,Pós-graduação,Temporário
Feminino,839.09,C,Direção,MG,45,Médio completo,Estatutário
Feminino,1363.5,E,Direção,PR,62,Fundamental incompleto,Temporário
Feminino,1775.06,C,Serviços,SP,29,Superior completo,Temporário
Feminino,1692.71,C,Serviços,SP,41,Superior completo,CLT
Masculino,2843.77,J,Direção,DF,45,Médio incompleto,Aprendiz
Feminino,1123.24,F,Direção,RS,18,Superior completo,Aprendiz
Feminino,2033.16,C,Direção,DF,51,Médio completo,CLT
Masculino,1393.82,C,Operacional,BA,20,Fundamental completo,Aprendiz
Masculino,2064.85,I,Direção,GO,39,Fundamental incompleto,Estatutário
Masculino,1756.1,B,Administração,PE,38,Médio completo,CLT
Feminino,1885.26,A,Administração,DF,44,Pós-graduação,Temporário
Feminino,1411.68,J,Técnico,SP,38,Pós-graduação,Temporário
Masculino,1437.23,H,Serviços,BA,39,Fundamental incompleto,Estatutário
Feminino,2057.55,C,Técnico,PE,30,Superior incompleto,Aprendiz
Masculino,2764.66,G,Direção,RJ,61,Médio incompleto,Estatutário
Feminino,1381.29,B,Serviços,GO,33,Médio incompleto,CLT
Feminino,1222.99,H,Direção,DF,63,Superior incompleto,Estatutário
Feminino,2382.86,I,Serviços,SP,41,Médio incompleto,Estatutário
Masculino,1781.79,H,Operacional,MG,63,Médio incompleto,Estatutário
Masculino,2627.33,H,Operacional,DF,34,Superior completo,Temporário
Masculino,1202.78,H,Operacional,SP,22,Pós-graduação,CLT
Masculino,811.8,G,Técnico,RS,55,Superior incompleto,Aprendiz
Feminino,1422.47,B,Serviços,GO,59,Fundamental completo,Temporário
Feminino,1280.67,H,Técnico,SC,44,Superior completo,Temporário
Feminino,1745.06,E,Serviços,SC,58,Médio incompleto,Estatutário
Feminino,1357.53,F,Direção,RS,49,Fundamental completo,Temporário
Feminino,2523.64,D,Operacional,GO,43,Fundamental incompleto,CLT
Feminino,1588.16,A,Operacional,GO,24,Fundamental incompleto,CLT
Feminino,1934.71,E,Serviços,GO,53,Pós-graduação,Aprendiz
Feminino,1940.96,C,Técnico,GO,24,Médio incompleto,CLT
Masculino,1973.83,I,Técnico,SP,60,Fundamental incompleto,Temporário
Masculino,1788.52,D,Administração,PR,44,Superior incompleto,Aprendiz
Masculino,2275.08,J,Operacional,PR,55,Médio incompleto,Temporário
Feminino,1263.9,B,Operacional,MG,41,Superior incompleto,Temporário
Feminino,3393.91,D,Técnico,MG,41,Pós-graduação,CLT
Masculino,1625.48,C,Operacional,RS,62,Fundamental completo,CLT
Feminino,1002.05,C,Técnico,MG,61,Médio completo,Aprendiz
Feminino,1967.72,E,Administração,MG,46,Médio completo,CLT
Masculino,1232.71,A,Serviços,MG,44,Superior completo,Temporário
Masculino,2439.14,E,Serviços,BA,51,Pós-graduação,Aprendiz
Feminino,4886.94,H,Administração,DF,38,Médio incompleto,Aprendiz
Masculino,1269.07,J,Operacional,SP,62,Pós-graduação,Aprendiz
Feminino,2099.74,I,Direção,PE,18,Superior incompleto,CLT
Masculino,820.59,A,Operacional,GO,27,Médio completo,Aprendiz
Feminino,2217.77,B,Técnico,SP,47,Médio incompleto,CLT
Feminino,1213.7,B,Direção,DF,45,Pós-graduação,Estatutário
Feminino,1364.88,F,Administração,PE,59,Superior completo,Aprendiz
Feminino,1101.49,A,Serviços,SC,47,Pós-graduação,Temporário
Masculino,2513.59,A,Serviços,SC,45,Médio completo,Temporário
Masculino,2844.91,B,Operacional,GO,46,Pós-graduação,Aprendiz
Masculino,1827.17,D,Serviços,BA,48,Superior completo,CLT
Feminino,1225.38,B,Operacional,PE,60,Médio completo,Estatutário
Feminino,3697.03,D,Técnico,BA,58,Fundamental incompleto,Estatutário
Feminino,1289.89,C,Técnico,SP,21,Pós-graduação,CLT
Masculino,683.4,C,Administração,GO,36,Pós-graduação,Aprendiz
Masculino,2222.25,I,Técnico,RS,27,Pós-graduação,Estatutário
Masculino,1099.76,H,Operacional,RS,62,Médio incompleto,CLT
Masculino,2821.08,J,Serviços,DF,48,Superior completo,Temporário
Feminino,1523.08,I,Técnico,DF,51,Superior completo,Aprendiz
Masculino,2372.43,A,Técnico,MG,58,Médio completo,Estatutário
Masculino,3397.09,E,Operacional,DF,56,Superior completo,Aprendiz
Feminino,1049.44,D,Técnico,PR,59,Médio incompleto,Aprendiz
Masculino,1401.54,I,Serviços,SC,61,Fundamental incompleto,Aprendiz
Masculino,1747.51,C,Serviços,BA,48,Médio incompleto,Aprendiz
Feminino,3611.57,E,Serviços,MG,28,Pós-graduação,Estatutário
Masculino,1344.43,H,Serviços,RS,53,Fundamental incompleto,Estatutário
Feminino,1383.64,J,Direção,PR,61,Pós-graduação,CLT
Feminino,2242.09,E,Serviços,SP,61,Médio completo,Temporário
Feminino,1394.44,I,Direção,PE,49,Superior completo,Estatutário
Masculino,1936.5,B,Serviços,BA,40,Superior completo,Temporário
Feminino,899.47,F,Serviços,RJ,57,Médio completo,Temporário
Masculino,4897.34,E,Operacional,BA,63,Médio completo,Estatutário
Masculino,985.88,I,Serviços,DF,56,Fundamental incompleto,Temporário
Masculino,1564.33,G,Técnico,PR,20,Fundamental completo,CLT
Feminino,1781.81,H,Serviços,SC,45,Fundamental incompleto,CLT
Masculino,4275.73,G,Administração,PR,42,Fundamental incompleto,CLT
Masculino,996.07,J,Operacional,SP,45,Pós-graduação,Temporário
Feminino,4414.58,J,Operacional,SC,36,Superior completo,Aprendiz
Masculino,2542.06,E,Serviços,BA,63,Superior incompleto,Aprendiz
Masculino,2181.34,E,Administração,PR,36,Médio completo,CLT
Masculino,1160.86,D,Serviços,MG,59,Médio completo,Estatutário
Masculino,2337.91,B,Técnico,SC,61,Pós-graduação,Temporário
Masculino,1305.62,I,Operacional,BA,46,Superior incompleto,CLT
Masculino,3197.09,J,Operacional,GO,36,Superior completo,Aprendiz
Feminino,1167.97,J,Administração,GO,35,Fundamental completo,CLT
Masculino,1718.28,J,Direção,DF,62,Médio incompleto,CLT
Masculino,1408.28,J,Administração,BA,41,Médio completo,CLT
Feminino,1159.35,C,Técnico,MG,55,Médio completo,Aprendiz
Masculino,2523.98,C,Administração,SP,33,Fundamental incompleto,Aprendiz
Feminino,2300.67,C,Direção,BA,35,Fundamental completo,Estatutário
Masculino,3115.22,H,Técnico,PE,58,Fundamental completo,Aprendiz
Masculino,811.64,F,Técnico,SP,30,Superior completo,CLT
Masculino,2918.65,A,Direção,PR,21,Fundamental completo,Aprendiz
Masculino,5582.84,C,Serviços,PE,30,Fundamental completo,Estatutário
Masculino,1475.51,D,Administração,GO,52,Superior incompleto,Temporário
Masculino,4242.11,B,Técnico,BA,21,Fundamental incompleto,Estatutário
Masculino,1606.12,F,Administração,RJ,36,Pós-graduação,CLT
Masculino,974.98,J,Direção,RS,41,Superior completo,CLT
Masculino,1575.72,A,Operacional,SC,50,Pós-graduação,Temporário
Masculino,2897.76,A,Direção,BA,50,Superior incompleto,Estatutário
Masculino,1239.94,H,Administração,BA,26,Superior incompleto,CLT
Masculino,1380.01,D,Técnico,MG,20,Médio incompleto,Estatutário
Feminino,2361.6,A,Administração,PE,20,Fundamental incompleto,Aprendiz
Masculino,1810.53,G,Operacional,BA,47,Fundamental completo,Aprendiz
Feminino,2352.14,I,Técnico,RS,35,Superior completo,CLT
Feminino,2012.28,J,Operacional,GO,19,Fundamental incompleto,Temporário
Masculino,2243.59,G,Serviços,RS,49,Fundamental completo,Aprendiz
Feminino,1488.41,A,Direção,RS,60,Médio incompleto,Estatutário
Feminino,2006.76,A,Serviços,PR,26,Médio completo,CLT
Masculino,1191.16,A,Administração,RJ,19,Superior incompleto,Temporário
Masculino,3228.57,H,Serviços,DF,37,Médio incompleto,CLT
Feminino,1359.1,G,Direção,SC,44,Superior incompleto,CLT
Feminino,3004.85,C,Técnico,PE,53,Superior completo,Temporário
Masculino,1627.62,C,Operacional,SP,58,Fundamental completo,Estatutário
Masculino,1980.09,C,Técnico,SC,63,Superior completo,Aprendiz
Masculino,1447.03,B,Serviços,SC,36,Fundamental completo,Estatutário
Masculino,1144.59,D,Administração,PE,33,Pós-graduação,Temporário
Feminino,824.57,G,Serviços,SP,43,Médio incompleto,Temporário
Masculino,1124.51,I,Direção,PR,31,Médio completo,Aprendiz
Masculino,1562.81,C,Direção,MG,64,Médio completo,Aprendiz
Feminino,1988.92,J,Administração,SC,35,Superior incompleto,Temporário
Masculino,2848.85,G,Técnico,DF,45,Fundamental completo,Temporário
Masculino,1479.43,D,Direção,GO,64,Fundamental completo,Aprendiz
Feminino,1215.75,A,Direção,MG,36,Médio completo,Aprendiz
Feminino,944.62,E,Administração,DF,47,Pós-graduação,Estatutário
Masculino,2244.03,H,Técnico,DF,58,Fundamental completo,Temporário
Masculino,3369.22,C,Serviços,SP,38,Superior completo,Temporário
Masculino,3196.62,J,Operacional,RJ,38,Fundamental completo,Estatutário
Masculino,2488.59,D,Administração,RS,47,Médio incompleto,CLT
Masculino,2409.91,C,Técnico,BA,59,Médio completo,Aprendiz
Masculino,3881.32,J,Operacional,RJ,54,Pós-graduação,Aprendiz
Masculino,2099.46,H,Administração,BA,58,Médio completo,CLT
Masculino,2418.15,J,Serviços,PR,63,Superior completo,Estatutário
Masculino,1565.01,H,Serviços,GO,49,Pós-graduação,Estatutário
Masculino,979.54,D,Técnico,BA,47,Superior completo,Estatutário
Masculino,1329.11,B,Técnico,DF,39,Fundamental incompleto,Estatutário
Masculino,1800.61,C,Serviços,DF,41,Superior completo,Temporário
Masculino,1858.18,C,Serviços,MG,27,Médio completo,Temporário
Feminino,4301.97,D,Administração,MG,41,Médio completo,Estatutário
Feminino,1875.4,B,Técnico,BA,18,Superior completo,Aprendiz
Feminino,3073.22,B,Operacional,PR,52,Fundamental incompleto,CLT
Feminino,1486.55,C,Serviços,PR,33,Fundamental completo,CLT
Masculino,1571.44,A,Operacional,PR,22,Fundamental completo,Aprendiz
Masculino,994.21,H,Técnico,DF,48,Superior incompleto,Estatutário
Masculino,1294.59,F,Técnico,RS,62,Fundamental completo,Estatutário
Feminino,2291.91,C,Direção,SC,54,Médio completo,CLT
Feminino,1814.2,A,Serviços,SC,42,Superior incompleto,CLT
Masculino,2763.69,C,Técnico,BA,60,Superior incompleto,Temporário
Masculino,1961.7,A,Técnico,RJ,42,Superior completo,CLT
Masculino,1542.86,C,Serviços,SC,20,Superior completo,CLT
Masculino,4753.96,D,Direção,DF,55,Fundamental completo,CLT
Feminino,1733.23,F,Direção,MG,49,Superior incompleto,CLT
Feminino,3051.38,G,Direção,RJ,37,Fundamental incompleto,Temporário
Masculino,1509.38,G,Direção,PE,47,Pós-graduação,Temporário
Feminino,2488.21,I,Administração,SP,19,Superior incompleto,Temporário
Feminino,2745.19,H,Serviços,PE,22,Médio incompleto,Aprendiz
Masculino,1985.89,D,Serviços,PR,36,Fundamental incompleto,CLT
Masculino,626.71,F,Serviços,DF,37,Médio completo,Temporário
Masculino,1822.95,A,Direção,DF,39,Fundamental completo,Aprendiz
Masculino,3145.43,H,Direção,RS,28,Fundamental completo,Aprendiz
Masculino,2292.43,F,Técnico,SP,35,Superior completo,Estatutário
Masculino,2209.73,B,Administração,PR,44,Médio incompleto,Temporário
Masculino,832.96,H,Serviços,BA,48,Fundamental completo,CLT
Masculino,1307.4,D,Administração,DF,52,Médio completo,CLT
Feminino,2175.71,I,Serviços,GO,61,Superior incompleto,Estatutário
Masculino,2174.76,D,Direção,DF,62,Fundamental completo,Aprendiz
Masculino,3123.16,A,Direção,DF,38,Médio completo,Temporário
Masculino,1693.94,G,Serviços,SC,37,Superior completo,Estatutário
Feminino,2170.3,J,Operacional,RJ,26,Fundamental incompleto,CLT
Masculino,1821.41,E,Direção,PR,48,Pós-graduação,Aprendiz
Masculino,1159.65,J,Técnico,MG,26,Médio completo,Aprendiz
Feminino,655.17,E,Direção,SC,24,Superior completo,Temporário
Feminino,2195.04,D,Técnico,PR,50,Médio incompleto,Temporário
Feminino,1955.26,F,Administração,GO,18,Médio completo,Temporário
Masculino,1368.98,A,Direção,SP,36,Pós-graduação,Estatutário
Masculino,872.51,C,Direção,GO,20,Fundamental completo,CLT
Feminino,2400.38,G,Administração,GO,56,Superior incompleto,Temporário
Feminino,1604.13,H,Técnico,RJ,29,Médio completo,Estatutário
Feminino,2322.95,I,Operacional,PR,47,Médio incompleto,Estatutário
Feminino,4183.16,A,Técnico,SC,33,Fundamental incompleto,Temporário
Masculino,689.77,D,Serviços,SP,30,Médio incompleto,Estatutário
Feminino,1319.73,B,Serviços,BA,41,Superior completo,CLT
Masculino,1645.47,B,Serviços,MG,34,Fundamental incompleto,Temporário
Masculino,3479.6,A,Administração,SP,44,Médio completo,Estatutário
Masculino,865.77,E,Técnico,BA,46,Superior incompleto,Estatutário
